P6001761,20240301233656,118.4361,39.1454
P6001761,20240301162656,118.8172,39.7623
P6001761,20240301133256,118.6074,39.7561
P6001761,20240301155656,118.8173,39.7615
P6001761,20240302090320,118.4373,39.146
P6001761,20240304053436,118.4736,39.5982
P6001761,20240304232322,118.4757,39.5987
P6001761,20240307235654,118.4742,39.5983
P6001761,20240307100517,118.4856,39.6034
P6001761,20240307144853,118.4867,39.6034
P6001761,20240307120118,118.4866,39.6031
P6001761,20240308045129,118.4747,39.598
P6001761,20240308184900,118.4862,39.6035
P6001761,20240325072452,118.4867,39.6034
P6001761,20240325230252,118.6536,39.756
P6001761,20240309022314,118.4737,39.5985
P6001761,20240309185254,118.3657,39.5965
P6001761,20240309215734,118.5182,39.7676
P6001761,20240309171601,118.3593,39.6028
P6001761,20240325224552,118.6532,39.756
P6001761,20240310035635,118.478,39.6043
P6001761,20240310052430,118.4856,39.6034
P6001761,20240310025735,118.4766,39.6072
P6001761,20240311231312,118.294,39.5303
P6001761,20240301094017,118.4675,39.5492
P6001761,20240301112018,118.4022,39.5504
P6001761,20240301081615,118.4855,39.6035
P6001761,20240301192556,118.486,39.6035
P6001761,20240301160556,118.8174,39.7614
P6001761,20240311070807,118.4859,39.6035
P6001761,20240301045915,118.4697,39.5995
P6001761,20240302201215,118.3627,39.589
P6001761,20240302113321,118.4249,39.065
P6001761,20240312194614,118.4683,39.5998
P6001761,20240313164814,118.3446,39.843
P6001761,20240312162714,118.4695,39.598
P6001761,20240302141721,118.1015,39.4074
P6001761,20240302050719,118.4372,39.1458
P6001761,20240302211351,118.4049,39.6779
P6001761,20240312091414,118.2937,39.5307
P6001761,20240312062214,118.355,39.5819
P6001761,20240313174914,118.3448,39.8429
P6001761,20240313073508,118.4862,39.6035
P6001761,20240302235851,118.4046,39.6778
P6001761,20240313142108,118.351,39.8373
P6001761,20240313082514,118.4867,39.6034
P6001761,20240302093320,118.4375,39.1459
P6001761,20240304022436,118.4736,39.5986
P6001761,20240304180321,118.3598,39.6023
P6001761,20240304205922,118.405,39.678
P6001761,20240314082708,118.4249,39.065
P6001761,20240311201712,118.359,39.603
P6001761,20240311004106,118.6073,39.756
P6001761,20240314210614,118.7158,39.7064
P6001761,20240311224812,118.294,39.5307
P6001761,20240311123404,118.2927,39.5548
P6001761,20240315054608,118.4249,39.065
P6001761,20240315194308,118.3665,39.5968
P6001761,20240315225908,118.3357,39.5803
P6001761,20240311060408,118.486,39.6035
P6001761,20240325155852,118.7558,39.2375
P6001761,20240325055752,118.4859,39.6035
P6001761,20240312165714,118.4691,39.598
P6001761,20240315193343,118.3628,39.5891
P6001761,20240312205214,118.4692,39.5996
P6001761,20240315140214,118.3592,39.6029
P6001761,20240315050608,118.4252,39.065
P6001761,20240315175314,118.359,39.603
P6001761,20240315053608,118.425,39.0649
P6001761,20240312160014,118.47,39.5985
P6001761,20240316205743,118.3594,39.6027
P6001761,20240312193114,118.4684,39.5997
P6001761,20240312060314,118.3551,39.5818
P6001761,20240317013643,118.4048,39.6787
P6001761,20240313033014,118.4697,39.5995
P6001761,20240313182814,118.3498,39.8404
P6001761,20240317082543,118.4044,39.6772
P6001761,20240317040443,118.4738,39.5984
P6001761,20240317065737,118.4855,39.6035
P6001761,20240318150812,118.3627,39.589
P6001761,20240318022743,118.4743,39.5979
P6001761,20240318130443,118.3685,39.6086
P6001761,20240318122843,118.3703,39.6083
P6001761,20240321073452,118.0945,39.2987
P6001761,20240321163652,118.486,39.6035
P6001761,20240321033952,118.756,39.2374
P6001761,20240325184952,118.352,39.4127
P6001761,20240305004929,118.4044,39.6778
P6001761,20240307234054,118.4736,39.5986
P6001761,20240307220054,118.4049,39.6782
P6001761,20240307115517,118.4868,39.6033
P6001761,20240308183811,118.4748,39.5981
P6001761,20240325190452,118.3515,39.4123
P6001761,20240325011952,118.7112,39.8096
P6001761,20240308215612,118.4736,39.5986
P6001761,20240308222513,118.4743,39.5982
P6001761,20240308110730,118.485,39.6018
P6001761,20240308130630,118.2936,39.5308
P6001761,20240304124321,118.3595,39.6026
P6001761,20240309183254,118.3655,39.5963
P6001761,20240309004838,118.4863,39.6034
P6001761,20240310054430,118.4855,39.6035
P6001761,20240310223305,118.359,39.603
P6001761,20240325233152,118.6531,39.7556
P6001761,20240304142321,118.3449,39.5803
P6001761,20240303073653,118.4863,39.6035
P6001761,20240303161920,118.2942,39.5313
P6001761,20240303033250,118.4753,39.5988
P6001761,20240305043116,118.4751,39.599
P6001761,20240313155308,118.3445,39.8431
P6001761,20240305122556,118.2926,39.5547
P6001761,20240314071114,118.3959,39.0167
P6001761,20240314055914,118.4089,38.9935
P6001761,20240314154814,118.3777,39.608
P6001761,20240314212914,118.7157,39.7065
P6001761,20240314074414,118.4248,39.0651
P6001761,20240315154814,118.2935,39.5309
P6001761,20240318040143,118.4862,39.6035
P6001761,20240325235052,118.653,39.7551
P6001761,20240318190343,118.4039,39.6781
P6001761,20240321124452,118.2551,39.692
P6001761,20240321191652,118.756,39.2381
P6001761,20240322153452,118.374,39.6099
P6001761,20240323130152,118.2948,39.5307
P6001761,20240323022530,118.7562,39.2381
P6001761,20240323044152,118.3515,39.4123
P6001761,20240323024752,118.7556,39.238
P6001761,20240304200022,118.3627,39.589
P6001761,20240304065937,118.486,39.6035
P6001761,20240303125020,118.359,39.6028
P6001761,20240303063744,118.4865,39.6037
P6001761,20240303201321,118.3628,39.589
P6001761,20240303160120,118.2943,39.5312
P6001761,20240313003014,118.4693,39.5995
P6001761,20240305075717,118.2953,39.5307
P6001761,20240316152243,118.3595,39.6026
P6001761,20240316073243,118.2935,39.5309
P6001761,20240316035437,118.3358,39.5802
P6001761,20240317110743,118.4736,39.5982
P6001761,20240317195143,118.4862,39.6035
P6001761,20240317180443,118.4737,39.5985
P6001761,20240317131309,118.4859,39.6035
P6001761,20240317135143,118.4044,39.6787
P6001761,20240322162352,118.3627,39.589
P6001761,20240322223359,118.756,39.2374
P6001761,20240323165052,118.4834,39.6027
P6001761,20240323070452,118.4133,39.5455
P6001761,20240323050652,118.352,39.4123
P6001761,20240313081914,118.4867,39.6035
P6001761,20240314193814,118.7062,39.6857
P6001761,20240304133022,118.3599,39.6023
P6001761,20240304220622,118.4043,39.6774
P6001761,20240314114208,118.3652,39.5967
P6001761,20240314053014,118.4089,38.9936
P6001761,20240315070408,118.4936,39.267
P6001761,20240315030014,118.3698,39.0407
P6001761,20240315223908,118.3358,39.5803
P6001761,20240315200308,118.3666,39.5968
P6001761,20240315095014,118.2937,39.5308
P6001761,20240315075614,118.5091,39.2679
P6001761,20240316210643,118.3595,39.6027
P6001761,20240316024022,118.3358,39.5803
P6001761,20240316085743,118.2943,39.5309
P6001761,20240316135243,118.294,39.5315
P6001761,20240316133943,118.2943,39.5312
P6001761,20240316201932,118.3631,39.589
P6001761,20240317011243,118.4044,39.6788
P6001761,20240317083843,118.4045,39.6783
