P6001761,20231201110924,118.3357,39.5803
P6001761,20231202091134,118.336,39.5804
P6001761,20231202152634,118.0715,39.5393
P6001761,20231203083447,118.0715,39.5391
P6001761,20231203200847,118.3631,39.589
P6001761,20231203143237,118.0717,39.5397
P6001761,20231203122447,118.0718,39.5392
P6001761,20231203192547,118.3628,39.589
P6001761,20231204235341,118.4692,39.5981
P6001761,20231204122456,118.3551,39.5861
P6001761,20231204104956,118.3552,39.5864
P6001761,20231205223426,118.4748,39.5951
P6001761,20231205175143,118.0893,39.502
P6001761,20231205180626,118.0896,39.5021
P6001761,20231205024943,118.4898,39.6079
P6001761,20231206172956,118.4243,39.0647
P6001761,20231206085556,118.7514,39.6982
P6001761,20231206191556,118.4235,39.0648
P6001761,20231206135156,118.4612,39.4461
P6001761,20231207112350,118.7435,39.7577
P6001761,20231207075059,118.8177,39.7627
P6001761,20231207093750,118.7704,39.7576
P6001761,20231207043559,118.7344,39.7158
P6001761,20231208134133,118.404,39.6784
P6001761,20231209003237,118.4041,39.678
P6001761,20231209202118,118.3613,39.6025
P6001761,20231209042237,118.4736,39.5984
P6001761,20231210121452,118.4731,39.5959
P6001761,20231210125952,118.4749,39.5981
P6001761,20231210112252,118.4726,39.5953
P6001761,20231210080052,118.4856,39.6035
P6001761,20231211044450,118.4756,39.5984
P6001761,20231211185110,118.4747,39.5982
P6001761,20231211072150,118.4862,39.6035
P6001761,20231211042950,118.4762,39.5985
P6001761,20231211201910,118.4859,39.6035
P6001761,20231211073650,118.4864,39.6033
P6001761,20231212171013,118.4747,39.5981
P6001761,20231212120001,118.4735,39.5986
P6001761,20231212203013,118.4043,39.6783
P6001761,20231212102901,118.4045,39.6781
P6001761,20231212171813,118.4753,39.5979
P6001761,20231213025313,118.4735,39.5984
P6001761,20231213190840,118.5268,38.9262
P6001761,20231213161238,118.3939,39.0357
P6001761,20231213053538,118.4863,39.6035
P6001761,20231213003713,118.4044,39.6784
P6001761,20231213035513,118.4748,39.598
P6001761,20231214022940,118.486,39.6035
P6001761,20231214135303,118.3631,39.5891
P6001761,20231215190524,118.3633,39.589
P6001761,20231216142735,118.2769,39.7096
P6001761,20231216080635,118.3632,39.5889
P6001761,20231216132135,118.2768,39.7093
P6001761,20231217184426,118.4856,39.6035
P6001761,20231217111926,118.4901,39.6074
P6001761,20231217165226,118.4755,39.5982
P6001761,20231217052737,118.4904,39.6075
P6001761,20231218174514,118.4705,39.6001
P6001761,20231218142714,118.4717,39.6004
P6001761,20231219041055,118.475,39.598
P6001761,20231219045155,118.4751,39.5983
P6001761,20231219110155,118.475,39.5982
P6001761,20231219230944,118.336,39.5807
P6001761,20231221063427,118.277,39.7094
P6001761,20231221233509,118.4751,39.5981
P6001761,20231221173738,118.4756,39.5988
P6001761,20231221151438,118.4046,39.6789
P6001761,20231222191748,118.4858,39.6035
P6001761,20231222102448,118.4044,39.6779
P6001761,20231222170248,118.4759,39.5988
P6001761,20231222163548,118.4756,39.5987
P6001761,20231223204147,118.4736,39.5984
P6001761,20231223213347,118.4759,39.5987
P6001761,20231223041117,118.6079,39.7562
P6001761,20231223081121,118.4313,39.656
P6001761,20231223102521,118.4738,39.598
P6001761,20231224231444,118.4049,39.6786
P6001761,20231224032947,118.4736,39.5982
P6001761,20231224193826,118.4862,39.6035
P6001761,20231224172826,118.4047,39.6788
P6001761,20231225074644,118.4862,39.6034
P6001761,20231225203459,118.4047,39.6787
P6001761,20231225172159,118.4757,39.5986
P6001761,20231225043744,118.4764,39.5979
P6001761,20231226192745,118.4762,39.5983
P6001761,20231226230945,118.4906,39.6078
P6001761,20231226161057,118.4758,39.5988
P6001761,20231226025354,118.4753,39.5981
P6001761,20231227051646,118.3644,39.5964
P6001761,20231227181438,118.4693,39.5978
P6001761,20231227125841,118.3643,39.5815
P6001761,20231228214214,118.4236,39.0649
P6001761,20231228180313,118.4247,39.0652
P6001761,20231228095434,118.4804,39.6017
P6001761,20231228010533,118.4047,39.6784
P6001761,20231228051526,118.4861,39.6036
P6001761,20231229232951,118.4901,39.6075
P6001761,20231230060653,118.3497,39.5887
P6001761,20231230074631,118.3631,39.5885
P6001761,20231230011352,118.4897,39.6078
P6001761,20231230071411,118.3628,39.589
P6001761,20231231073132,118.4859,39.6035
P6001761,20231231032524,118.7558,39.2375
P6001761,20231231181419,118.4862,39.6035
P6001761,20231231163419,118.3478,39.5777
P6001761,20231231111524,118.3589,39.7477
P6001761,20231201163824,118.3371,39.5799
P6001761,20231201133924,118.3356,39.5804
P6001761,20231202085934,118.3359,39.5804
P6001761,20231202155634,118.0719,39.5393
P6001761,20231203063447,118.0719,39.5391
P6001761,20231203140710,118.0717,39.5393
P6001761,20231203223847,118.3631,39.5889
P6001761,20231203135447,118.072,39.5393
P6001761,20231204051256,118.3631,39.5888
P6001761,20231204120356,118.3553,39.5863
P6001761,20231204132256,118.3635,39.5815
P6001761,20231204200341,118.4699,39.598
P6001761,20231204231741,118.4699,39.5979
P6001761,20231205073943,118.4858,39.6035
P6001761,20231205042743,118.4899,39.6078
P6001761,20231205091043,118.3632,39.5813
P6001761,20231205184826,118.0897,39.502
P6001761,20231205105043,118.3633,39.5816
P6001761,20231206091456,118.7513,39.6983
P6001761,20231207131350,118.7343,39.7159
P6001761,20231207191200,118.4856,39.6035
P6001761,20231207131922,118.7343,39.716
P6001761,20231208161433,118.4734,39.5972
P6001761,20231208211633,118.4189,39.6539
P6001761,20231208032744,118.475,39.599
P6001761,20231208063744,118.4042,39.678
P6001761,20231209124737,118.475,39.598
P6001761,20231210152129,118.4043,39.6781
P6001761,20231210174929,118.4748,39.5982
P6001761,20231210235229,118.4763,39.5985
P6001761,20231210132952,118.4751,39.5979
P6001761,20231210215329,118.4044,39.6762
P6001761,20231211172910,118.4044,39.6783
P6001761,20231211185210,118.4748,39.5981
P6001761,20231211133950,118.3713,39.5975
P6001761,20231211160210,118.2465,39.7255
P6001761,20231211204210,118.486,39.6035
P6001761,20231212191313,118.4861,39.6035
P6001761,20231212173713,118.4754,39.5978
P6001761,20231212201213,118.4044,39.6782
P6001761,20231213071438,118.5461,39.7637
P6001761,20231213185040,118.5269,38.9258
P6001761,20231215181524,118.3633,39.5889
P6001761,20231216065935,118.3632,39.589
P6001761,20231216193635,118.2184,39.5019
P6001761,20231216091335,118.3687,39.5984
P6001761,20231217174326,118.4857,39.6034
P6001761,20231218010849,118.4749,39.5983
P6001761,20231218023549,118.4861,39.6035
